"Measurement export PQ-Box 200",,"Serial-No.: 1622-104",,,
2018/29/08,09:15:00,-0.125,0.248,-0.001,0.121
2018/29/08,09:30:00,4.962,0.27,-0.001,5.232
2018/29/08,09:45:00,52.241,0.362,0,52.603
2018/29/08,10:00:00,286.893,0.372,-0.001,287.264
2018/29/08,10:15:00,181.214,0.368,-0.002,181.58
2018/29/08,10:30:00,214.73,0.371,-0.001,215.1
2018/29/08,10:45:00,698.265,0.396,-0.002,698.659
2018/29/08,11:00:00,1689.741,0.435,-0.005,1690.172
2018/29/08,11:15:00,1021.117,0.41,-0.002,1021.524
2018/29/08,11:30:00,1055.704,0.409,-0.002,1056.112
2018/29/08,11:45:00,1657.779,0.435,-0.003,1658.211
2018/29/08,12:00:00,798.854,0.402,-0.002,799.254
2018/29/08,12:15:00,1432.964,0.426,-0.003,1433.387
2018/29/08,12:30:00,1024.393,0.412,-0.002,1024.803
2018/29/08,12:45:00,562,0.396,-0.001,562.395
2018/29/08,13:00:00,1060.18,0.415,-0.003,1060.592
2018/29/08,13:15:00,1827.085,0.443,-0.004,1827.524
2018/29/08,13:30:00,1036.799,0.41,-0.002,1037.207
2018/29/08,13:45:00,1901.758,0.445,-0.004,1902.199
2018/29/08,14:00:00,1599.856,0.433,-0.004,1600.286
2018/29/08,14:15:00,1328.635,0.422,-0.003,1329.054
2018/29/08,14:30:00,1044.84,0.412,-0.002,1045.249
2018/29/08,14:45:00,1769.137,0.436,-0.004,1769.569
2018/29/08,15:00:00,1003.724,0.407,-0.003,1004.128
2018/29/08,15:15:00,1786.407,0.423,-0.004,1786.826
2018/29/08,15:30:00,1238.359,0.423,-0.003,1238.779
2018/29/08,15:45:00,1486.663,0.436,-0.004,1487.096
2018/29/08,16:00:00,1601.888,0.44,-0.004,1602.324
2018/29/08,16:15:00,1365.361,0.432,-0.004,1365.789
2018/29/08,16:30:00,1275.603,0.427,-0.003,1276.026
2018/29/08,16:45:00,1169.263,0.422,-0.004,1169.681
2018/29/08,17:00:00,993.74,0.415,-0.004,994.151
2018/29/08,17:15:00,862.952,0.408,-0.003,863.357
2018/29/08,17:30:00,793.482,0.407,-0.003,793.886
2018/29/08,17:45:00,563.061,0.397,-0.002,563.456
2018/29/08,18:00:00,402.461,0.393,-0.002,402.852
2018/29/08,18:15:00,272.463,0.39,-0.001,272.852
2018/29/08,18:30:00,69.947,0.381,-0.001,70.327
2018/29/08,18:45:00,9.963,0.355,-0.001,10.317
2018/29/08,19:00:00,0.101,0.265,-0.002,0.364
2018/29/08,19:15:00,-0.238,0.266,-0.002,0.026
2018/29/08,19:30:00,-0.309,0.266,-0.002,-0.045
2018/29/08,19:45:00,-0.311,0.265,-0.001,-0.048
2018/29/08,20:00:00,-0.31,0.264,-0.002,-0.047
2018/29/08,20:15:00,-0.31,0.267,-0.001,-0.044
2018/29/08,20:30:00,-0.307,0.268,-0.001,-0.04
2018/29/08,20:45:00,-0.312,0.265,-0.001,-0.048
2018/29/08,21:00:00,-0.313,0.262,-0.001,-0.051
2018/29/08,21:15:00,-0.314,0.263,-0.001,-0.051
2018/29/08,21:30:00,-0.314,0.264,-0.001,-0.05
2018/29/08,21:45:00,-0.316,0.264,0,-0.052
2018/29/08,22:00:00,-0.316,0.265,0,-0.051
2018/29/08,22:15:00,-0.317,0.265,0,-0.052
2018/29/08,22:30:00,-0.315,0.268,0,-0.047
2018/29/08,22:45:00,-0.315,0.267,0,-0.048
2018/29/08,23:00:00,-0.315,0.268,0,-0.047
2018/29/08,23:15:00,-0.315,0.269,0,-0.046
2018/29/08,23:30:00,-0.317,0.265,0,-0.052
2018/29/08,23:45:00,-0.32,0.261,0,-0.059
2018/30/08,00:00:00,-0.32,0.26,0,-0.06
2018/30/08,00:15:00,-0.321,0.262,0,-0.058
2018/30/08,00:30:00,-0.319,0.266,0.001,-0.052
2018/30/08,00:45:00,-0.319,0.266,0.001,-0.052
2018/30/08,01:00:00,-0.333,0.268,0.001,-0.064
2018/30/08,01:15:00,-0.319,0.27,0.001,-0.048
2018/30/08,01:30:00,-0.319,0.271,0.001,-0.047
2018/30/08,01:45:00,-0.317,0.271,0.001,-0.045
2018/30/08,02:00:00,-0.317,0.272,0.001,-0.044
2018/30/08,02:15:00,-0.317,0.272,0.001,-0.044
2018/30/08,02:30:00,-0.316,0.275,0.001,-0.04
2018/30/08,02:45:00,-0.316,0.275,0.001,-0.041
2018/30/08,03:00:00,-0.317,0.274,0.001,-0.042
2018/30/08,03:15:00,-0.317,0.274,0.001,-0.042
2018/30/08,03:30:00,-0.317,0.275,0.001,-0.042
2018/30/08,03:45:00,-0.316,0.275,0.001,-0.041
2018/30/08,04:00:00,-0.315,0.276,0.001,-0.039
2018/30/08,04:15:00,-0.317,0.275,0.001,-0.041
2018/30/08,04:30:00,-0.315,0.275,0.001,-0.04
2018/30/08,04:45:00,-0.317,0.276,0.001,-0.04
2018/30/08,05:00:00,-0.316,0.276,0.001,-0.039
2018/30/08,05:15:00,-0.316,0.275,0.001,-0.04
2018/30/08,05:30:00,-0.318,0.272,0.001,-0.045
2018/30/08,05:45:00,-0.318,0.273,0.001,-0.044
2018/30/08,06:00:00,-0.317,0.27,0.001,-0.046
2018/30/08,06:15:00,-0.317,0.268,0,-0.049
2018/30/08,06:30:00,-0.317,0.266,0,-0.051
2018/30/08,06:45:00,-0.317,0.265,0,-0.052
2018/30/08,07:00:00,-0.312,0.265,-0.001,-0.048
2018/30/08,07:15:00,-0.316,0.262,-0.001,-0.055
2018/30/08,07:30:00,-0.312,0.265,-0.001,-0.048
2018/30/08,07:45:00,-0.289,0.266,-0.001,-0.025
2018/30/08,08:00:00,-0.027,0.261,-0.002,0.233
2018/30/08,08:15:00,0.097,0.257,-0.001,0.352
2018/30/08,08:30:00,50.673,0.365,-0.002,51.036
2018/30/08,08:45:00,129.972,0.374,-0.002,130.345
2018/30/08,09:00:00,182.067,0.377,-0.002,182.442
2018/30/08,09:15:00,290.879,0.38,-0.002,291.258
2018/30/08,09:30:00,915.22,0.409,-0.003,915.626
2018/30/08,09:45:00,1050.645,0.413,-0.003,1051.055
2018/30/08,10:00:00,786.622,0.403,-0.003,787.022
2018/30/08,10:15:00,697.848,0.399,-0.003,698.244
2018/30/08,10:30:00,744.031,0.402,-0.003,744.431
2018/30/08,10:45:00,864.513,0.408,-0.003,864.919
2018/30/08,11:00:00,859.184,0.407,-0.003,859.588
2018/30/08,11:15:00,1095.87,0.419,-0.002,1096.287
2018/30/08,11:30:00,1738.435,0.444,-0.004,1738.875
2018/30/08,11:45:00,2113.063,0.459,-0.005,2113.517
2018/30/08,12:00:00,1651.005,0.441,-0.003,1651.443
2018/30/08,12:15:00,2014.402,0.455,-0.004,2014.853
2018/30/08,12:30:00,1855.73,0.45,-0.005,1856.176
2018/30/08,12:45:00,1822.053,0.449,-0.004,1822.497
2018/30/08,13:00:00,1703.189,0.443,-0.004,1703.629
2018/30/08,13:15:00,1408.328,0.428,-0.003,1408.753
2018/30/08,13:30:00,1200.432,0.419,-0.003,1200.849
2018/30/08,13:45:00,1263.446,0.419,-0.002,1263.862
2018/30/08,14:00:00,1008.401,0.41,-0.002,1008.808
2018/30/08,14:15:00,1025.593,0.408,-0.002,1025.998
2018/30/08,14:30:00,946.738,0.404,-0.002,947.139
2018/30/08,14:45:00,1016.523,0.408,-0.002,1016.929
2018/30/08,15:00:00,790.487,0.401,-0.002,790.886
2018/30/08,15:15:00,1111.895,0.413,-0.003,1112.306
2018/30/08,15:30:00,1065.186,0.411,-0.002,1065.595
2018/30/08,15:45:00,833.445,0.402,-0.002,833.844
2018/30/08,16:00:00,1256.865,0.417,-0.003,1257.279
2018/30/08,16:15:00,1064.818,0.411,-0.003,1065.226
2018/30/08,16:30:00,821.735,0.403,-0.002,822.136
2018/30/08,16:45:00,1243.346,0.421,-0.004,1243.763
2018/30/08,17:00:00,752.02,0.4,-0.003,752.417
2018/30/08,17:15:00,708.366,0.397,-0.002,708.76
2018/30/08,17:30:00,587.141,0.392,-0.002,587.53
2018/30/08,17:45:00,603.152,0.393,-0.003,603.542
2018/30/08,18:00:00,331.946,0.382,-0.002,332.326
2018/30/08,18:15:00,265.829,0.379,-0.001,266.207
2018/30/08,18:30:00,77.147,0.374,-0.001,77.52
2018/30/08,18:45:00,19.424,0.37,-0.001,19.793
2018/30/08,19:00:00,2.134,0.296,-0.002,2.429
2018/30/08,19:15:00,-0.214,0.254,-0.001,0.039
2018/30/08,19:30:00,-0.311,0.252,-0.002,-0.061
2018/30/08,19:45:00,-0.313,0.251,-0.001,-0.063
2018/30/08,20:00:00,-0.312,0.252,-0.001,-0.062
2018/30/08,20:15:00,-0.313,0.254,-0.001,-0.061
2018/30/08,20:30:00,-0.312,0.253,-0.001,-0.06
2018/30/08,20:45:00,-0.313,0.255,-0.001,-0.058
2018/30/08,21:00:00,-0.315,0.252,-0.001,-0.063
2018/30/08,21:15:00,-0.316,0.248,0,-0.068
2018/30/08,21:30:00,-0.317,0.246,-0.001,-0.072
2018/30/08,21:45:00,-0.318,0.245,0,-0.074
2018/30/08,22:00:00,-0.318,0.246,0,-0.072
2018/30/08,22:15:00,-0.318,0.247,-0.001,-0.071
2018/30/08,22:30:00,-0.317,0.249,-0.001,-0.069
2018/30/08,22:45:00,-0.319,0.248,0,-0.071
2018/30/08,23:00:00,-0.318,0.25,0,-0.068
2018/30/08,23:15:00,-0.317,0.249,-0.001,-0.069
2018/30/08,23:30:00,-0.318,0.251,0,-0.068
2018/30/08,23:45:00,-0.318,0.251,0,-0.067
2018/31/08,00:00:00,-0.319,0.252,0,-0.067
2018/31/08,00:15:00,-0.318,0.255,0,-0.062
2018/31/08,00:30:00,-0.318,0.257,0,-0.06
2018/31/08,00:45:00,-0.319,0.257,0.001,-0.061
2018/31/08,01:00:00,-0.333,0.257,0.001,-0.075
2018/31/08,01:15:00,-0.321,0.256,0.001,-0.064
2018/31/08,01:30:00,-0.321,0.255,0.001,-0.065
2018/31/08,01:45:00,-0.321,0.255,0.001,-0.065
2018/31/08,02:00:00,-0.32,0.256,0.001,-0.063
2018/31/08,02:15:00,-0.319,0.257,0.001,-0.061
2018/31/08,02:30:00,-0.319,0.258,0.001,-0.06
2018/31/08,02:45:00,-0.319,0.259,0.001,-0.06
2018/31/08,03:00:00,-0.32,0.259,0.001,-0.061
2018/31/08,03:15:00,-0.32,0.26,0.001,-0.059
2018/31/08,03:30:00,-0.32,0.259,0.001,-0.06
2018/31/08,03:45:00,-0.319,0.26,0.001,-0.059
2018/31/08,04:00:00,-0.318,0.261,0.001,-0.057
2018/31/08,04:15:00,-0.319,0.261,0.001,-0.058
2018/31/08,04:30:00,-0.319,0.26,0.001,-0.058
2018/31/08,04:45:00,-0.318,0.261,0.001,-0.056
2018/31/08,05:00:00,-0.32,0.26,0.001,-0.058
2018/31/08,05:15:00,-0.318,0.26,0.001,-0.057
2018/31/08,05:30:00,-0.32,0.26,0.001,-0.059
2018/31/08,05:45:00,-0.319,0.259,0,-0.06
2018/31/08,06:00:00,-0.319,0.259,0,-0.06
2018/31/08,06:15:00,-0.318,0.257,0,-0.061
2018/31/08,06:30:00,-0.318,0.257,0,-0.061
2018/31/08,06:45:00,-0.318,0.257,0,-0.061
2018/31/08,07:00:00,-0.316,0.256,-0.001,-0.061
2018/31/08,07:15:00,-0.32,0.25,-0.001,-0.07
2018/31/08,07:30:00,-0.317,0.249,-0.001,-0.069
2018/31/08,07:45:00,-0.255,0.249,-0.001,-0.007
2018/31/08,08:00:00,0.043,0.254,-0.002,0.295
2018/31/08,08:15:00,40.553,0.359,-0.001,40.91
2018/31/08,08:30:00,106.284,0.367,-0.002,106.649
2018/31/08,08:45:00,216.703,0.366,-0.002,217.067
2018/31/08,09:00:00,500.701,0.372,-0.003,501.071
2018/31/08,09:15:00,662.289,0.38,-0.002,662.666
2018/31/08,09:30:00,880.53,0.397,-0.003,880.924
2018/31/08,09:45:00,838.765,0.394,-0.003,839.155
2018/31/08,10:00:00,790.985,0.395,-0.003,791.377
2018/31/08,10:15:00,1103.736,0.408,-0.004,1104.14
2018/31/08,10:30:00,1597.014,0.431,-0.005,1597.439
2018/31/08,10:45:00,1318.597,0.421,-0.004,1319.014
2018/31/08,11:00:00,978.809,0.407,-0.003,979.213
2018/31/08,11:15:00,1215.142,0.418,-0.003,1215.557
2018/31/08,11:30:00,737.852,0.4,-0.002,738.25
2018/31/08,11:45:00,1263.574,0.419,-0.003,1263.991
2018/31/08,12:00:00,1257.851,0.418,-0.003,1258.266
2018/31/08,12:15:00,1507.817,0.429,-0.004,1508.242
2018/31/08,12:30:00,1619.167,0.431,-0.004,1619.594
2018/31/08,12:45:00,1875.708,0.442,-0.004,1876.146
2018/31/08,13:00:00,2179.252,0.451,-0.005,2179.698
2018/31/08,13:15:00,1119.554,0.408,-0.003,1119.959
2018/31/08,13:30:00,2161.115,0.448,-0.005,2161.557
2018/31/08,13:45:00,1986.437,0.433,-0.005,1986.866
2018/31/08,14:00:00,1968.206,0.438,-0.005,1968.639
2018/31/08,14:15:00,1306.481,0.412,-0.003,1306.89
2018/31/08,14:30:00,1961.751,0.437,-0.005,1962.184
2018/31/08,14:45:00,1562.064,0.418,-0.004,1562.478
2018/31/08,15:00:00,550.314,0.381,-0.001,550.693
2018/31/08,15:15:00,262.476,0.365,-0.001,262.841
2018/31/08,15:30:00,1243.34,0.408,-0.003,1243.745
2018/31/08,15:45:00,790.788,0.392,-0.002,791.178
2018/31/08,16:00:00,1286.828,0.411,-0.003,1287.236
2018/31/08,16:15:00,865.931,0.395,-0.002,866.323
2018/31/08,16:30:00,312.781,0.373,-0.001,313.154
2018/31/08,16:45:00,240.816,0.37,-0.001,241.185
2018/31/08,17:00:00,141.435,0.366,-0.002,141.799
2018/31/08,17:15:00,99.773,0.365,-0.001,100.136
2018/31/08,17:30:00,65.968,0.361,-0.001,66.328
2018/31/08,17:45:00,279.722,0.369,-0.001,280.09
2018/31/08,18:00:00,434.501,0.38,-0.002,434.879
2018/31/08,18:15:00,396.875,0.382,-0.001,397.256
2018/31/08,18:30:00,73.239,0.365,-0.001,73.603
2018/31/08,18:45:00,18.768,0.358,-0.001,19.125
2018/31/08,19:00:00,0.101,0.255,-0.002,0.354
2018/31/08,19:15:00,-0.254,0.257,-0.001,0.002
2018/31/08,19:30:00,-0.31,0.255,-0.001,-0.056
2018/31/08,19:45:00,-0.31,0.254,-0.001,-0.058
2018/31/08,20:00:00,-0.309,0.253,-0.002,-0.058
2018/31/08,20:15:00,-0.309,0.257,-0.001,-0.053
2018/31/08,20:30:00,-0.31,0.255,-0.001,-0.056
2018/31/08,20:45:00,-0.312,0.256,-0.001,-0.057
2018/31/08,21:00:00,-0.31,0.257,-0.001,-0.055
2018/31/08,21:15:00,-0.315,0.251,-0.001,-0.065
2018/31/08,21:30:00,-0.313,0.253,-0.001,-0.061
2018/31/08,21:45:00,-0.315,0.254,0,-0.061
2018/31/08,22:00:00,-0.316,0.252,0,-0.064
2018/31/08,22:15:00,-0.316,0.255,0,-0.061
2018/31/08,22:30:00,-0.314,0.258,0,-0.056
2018/31/08,22:45:00,-0.314,0.256,0,-0.058
2018/31/08,23:00:00,-0.314,0.255,0,-0.059
2018/31/08,23:15:00,-0.314,0.258,0,-0.056
2018/31/08,23:30:00,-0.315,0.259,0,-0.055
2018/31/08,23:45:00,-0.316,0.259,0,-0.057
2018/01/09,00:00:00,-0.315,0.258,0,-0.058
2018/01/09,00:15:00,-0.315,0.264,0,-0.051
2018/01/09,00:30:00,-0.313,0.264,0,-0.05
2018/01/09,00:45:00,-0.313,0.264,0,-0.049
2018/01/09,01:00:00,-0.327,0.264,0,-0.063
2018/01/09,01:15:00,-0.313,0.266,0,-0.048
2018/01/09,01:30:00,-0.313,0.267,0,-0.046
2018/01/09,01:45:00,-0.316,0.264,0,-0.053
2018/01/09,02:00:00,-0.314,0.264,0,-0.05
2018/01/09,02:15:00,-0.315,0.266,0,-0.049
2018/01/09,02:30:00,-0.313,0.266,0,-0.047
2018/01/09,02:45:00,-0.313,0.266,0,-0.047
2018/01/09,03:00:00,-0.314,0.266,0,-0.047
2018/01/09,03:15:00,-0.314,0.267,0,-0.047
2018/01/09,03:30:00,-0.315,0.267,0,-0.048
2018/01/09,03:45:00,-0.317,0.268,0.001,-0.048
2018/01/09,04:00:00,-0.316,0.268,0.001,-0.048
2018/01/09,04:15:00,-0.317,0.269,0.001,-0.047
2018/01/09,04:30:00,-0.317,0.269,0.001,-0.047
2018/01/09,04:45:00,-0.316,0.268,0.001,-0.048
2018/01/09,05:00:00,-0.315,0.268,0.001,-0.047
2018/01/09,05:15:00,-0.317,0.267,0.001,-0.049
2018/01/09,05:30:00,-0.316,0.268,0.001,-0.048
2018/01/09,05:45:00,-0.315,0.267,0.001,-0.047
2018/01/09,06:00:00,-0.316,0.267,0.001,-0.048
2018/01/09,06:15:00,-0.316,0.267,0.001,-0.048
2018/01/09,06:30:00,-0.316,0.267,0.001,-0.048
2018/01/09,06:45:00,-0.316,0.266,0.001,-0.05
2018/01/09,07:00:00,-0.316,0.264,0.001,-0.051
2018/01/09,07:15:00,-0.316,0.262,0,-0.054
2018/01/09,07:30:00,-0.315,0.263,0,-0.052
2018/01/09,07:45:00,-0.216,0.263,0,0.047
2018/01/09,08:00:00,0.092,0.261,0,0.353
2018/01/09,08:15:00,31.476,0.364,0,31.84
2018/01/09,08:30:00,181.704,0.37,0,182.074
2018/01/09,08:45:00,441.528,0.378,0,441.906
2018/01/09,09:00:00,614.677,0.382,-0.001,615.058
2018/01/09,09:15:00,787.927,0.387,-0.001,788.312
2018/01/09,09:30:00,943.415,0.392,-0.002,943.805
2018/01/09,09:45:00,1142.504,0.4,-0.002,1142.903
2018/01/09,10:00:00,955.408,0.393,-0.002,955.8
2018/01/09,10:15:00,1346.347,0.409,-0.003,1346.753
2018/01/09,10:30:00,1516.656,0.417,-0.003,1517.07
2018/01/09,10:45:00,1639.058,0.423,-0.004,1639.478
2018/01/09,11:00:00,1666.209,0.426,-0.004,1666.631
2018/01/09,11:15:00,958.771,0.393,-0.002,959.162
2018/01/09,11:30:00,947.253,0.393,-0.002,947.644
2018/01/09,11:45:00,2148.385,0.444,-0.005,2148.824
2018/01/09,12:00:00,2242.395,0.448,-0.005,2242.838
2018/01/09,12:15:00,2162.38,0.446,-0.005,2162.82
2018/01/09,12:30:00,1967.874,0.435,-0.005,1968.304
2018/01/09,12:45:00,2279.557,0.447,-0.006,2279.999
2018/01/09,13:00:00,1901.11,0.434,-0.005,1901.54
2018/01/09,13:15:00,2453.57,0.456,-0.006,2454.019
2018/01/09,13:30:00,1750.829,0.428,-0.004,1751.253
2018/01/09,13:45:00,2050.398,0.437,-0.005,2050.83
2018/01/09,14:00:00,2120.749,0.44,-0.005,2121.184
2018/01/09,14:15:00,2299.289,0.45,-0.006,2299.733
2018/01/09,14:30:00,2124.448,0.444,-0.005,2124.887
2018/01/09,14:45:00,2060.425,0.441,-0.005,2060.861
2018/01/09,15:00:00,1930.649,0.43,-0.005,1931.074
2018/01/09,15:15:00,1757.456,0.426,-0.004,1757.878
2018/01/09,15:30:00,1815.903,0.429,-0.004,1816.328
2018/01/09,15:45:00,1699.332,0.422,-0.004,1699.75
2018/01/09,16:00:00,1584.462,0.42,-0.004,1584.879
2018/01/09,16:15:00,1379.936,0.414,-0.003,1380.347
2018/01/09,16:30:00,1029.362,0.4,-0.002,1029.76
2018/01/09,16:45:00,873.725,0.392,-0.002,874.115
2018/01/09,17:00:00,554.034,0.377,-0.001,554.41
2018/01/09,17:15:00,630.83,0.382,-0.001,631.211
2018/01/09,17:30:00,653.687,0.383,-0.001,654.069
2018/01/09,17:45:00,511.191,0.376,-0.001,511.567
2018/01/09,18:00:00,54.261,0.354,0,54.616
2018/01/09,18:15:00,72.541,0.367,0,72.909
2018/01/09,18:30:00,57.278,0.366,0,57.645
2018/01/09,18:45:00,56.951,0.365,0,57.316
2018/01/09,19:00:00,4.678,0.3,0,4.978
2018/01/09,19:15:00,-0.24,0.253,0,0.013
2018/01/09,19:30:00,-0.32,0.25,0,-0.07
2018/01/09,19:45:00,-0.32,0.252,0,-0.069
2018/01/09,20:00:00,-0.32,0.251,0,-0.069
2018/01/09,20:15:00,-0.32,0.253,0,-0.067
2018/01/09,20:30:00,-0.319,0.252,0,-0.067
2018/01/09,20:45:00,-0.319,0.254,0.001,-0.064
2018/01/09,21:00:00,-0.319,0.256,0,-0.063
2018/01/09,21:15:00,-0.321,0.255,0.001,-0.066
2018/01/09,21:30:00,-0.32,0.256,0.001,-0.064
2018/01/09,21:45:00,-0.319,0.256,0,-0.062
2018/01/09,22:00:00,-0.318,0.257,0,-0.061
2018/01/09,22:15:00,-0.318,0.258,0.001,-0.06
2018/01/09,22:30:00,-0.318,0.255,0.001,-0.062
2018/01/09,22:45:00,-0.319,0.254,0.001,-0.064
2018/01/09,23:00:00,-0.317,0.256,0.001,-0.061
2018/01/09,23:15:00,-0.317,0.258,0.001,-0.058
2018/01/09,23:30:00,-0.317,0.259,0.001,-0.057
2018/01/09,23:45:00,-0.317,0.26,0.001,-0.056
2018/02/09,00:00:00,-0.316,0.26,0.001,-0.056
2018/02/09,00:15:00,-0.317,0.259,0.001,-0.056
2018/02/09,00:30:00,-0.316,0.262,0.001,-0.053
2018/02/09,00:45:00,-0.316,0.262,0.001,-0.053
2018/02/09,01:00:00,-0.327,0.266,0.001,-0.061
2018/02/09,01:15:00,-0.315,0.265,0.001,-0.05
2018/02/09,01:30:00,-0.314,0.267,0.001,-0.046
2018/02/09,01:45:00,-0.315,0.259,0.001,-0.055
2018/02/09,02:00:00,-0.316,0.259,0.001,-0.056
2018/02/09,02:15:00,-0.317,0.258,0.001,-0.058
2018/02/09,02:30:00,-0.317,0.261,0.001,-0.055
2018/02/09,02:45:00,-0.317,0.261,0.001,-0.054
2018/02/09,03:00:00,-0.318,0.263,0.001,-0.054
2018/02/09,03:15:00,-0.317,0.263,0.001,-0.053
2018/02/09,03:30:00,-0.317,0.262,0.001,-0.053
2018/02/09,03:45:00,-0.317,0.264,0.001,-0.052
2018/02/09,04:00:00,-0.317,0.264,0.001,-0.052
